Event	ID	Name			Wwise Object Path	Notes
	179926370	Character_Emotion_Angry_SFX			\Default Work Unit\NonCombat_SFX\Emotion\Character_Emotion_Angry_SFX	
	198066997	Ob_Fire_Ignition_SFX			\Default Work Unit\NonCombat_SFX\Ob_Fire_Ignition_SFX	
	544226120	Transition_FadeIn			\Default Work Unit\UI\Transition_FadeIn	
	918533349	NonCombat_BGM			\Default Work Unit\BGM\NonCombat\NonCombat_BGM	
	1024104135	Ui_Typing_SFX			\Default Work Unit\NonCombat_SFX\Ui_Typing_SFX	
	1873933263	Transition_FadeOut			\Default Work Unit\UI\Transition_FadeOut	
	1920166314	Character_Emotion_Dumbfounded_SFX			\Default Work Unit\NonCombat_SFX\Emotion\Character_Emotion_Dumbfounded_SFX	
	2299963368	Gio_BodyFall_SFX			\Default Work Unit\Player\NonCombat\Gio_BodyFall_SFX	
	2869548328	NonCombat_BGM_Stop			\Default Work Unit\BGM\NonCombat\NonCombat_BGM_Stop	
	3095903108	Character_Emotion_QuestionMark_SFX			\Default Work Unit\NonCombat_SFX\Emotion\Character_Emotion_QuestionMark_SFX	
	3661802867	Ob_Fire_SwitchOn_SFX			\Default Work Unit\NonCombat_SFX\Ob_Fire_SwitchOn_SFX	
	3989126589	Ob_Fire_Fire_Amb			\Default Work Unit\NonCombat_SFX\Ob_Fire_Fire_Amb	
	4038898239	Player_Step_SFX			\Default Work Unit\Player\NonCombat\Player_Step_SFX	
	4145632761	Ob_Door_SFX			\Default Work Unit\NonCombat_SFX\Ob_Door_SFX	

Switch Group	ID	Name			Wwise Object Path	Notes
	927944968	NonCombatBGM			\Default Work Unit\NonCombatBGM	
	1382476432	State			\Default Work Unit\State	

Switch	ID	Name	Switch Group			Notes
	268061649	TimmyHouse	NonCombatBGM			
	3091570009	Town	NonCombatBGM			
	2058049674	Wood	State			
	2195636714	Dirt	State			
	4248645337	Grass	State			

State Group	ID	Name			Wwise Object Path	Notes
	1931646578	CampFire			\Default Work Unit\CampFire	

State	ID	Name	State Group			Notes
	2206092402	Timmy_House	CampFire			
	3091570009	Town	CampFire			

Effect plug-ins	ID	Name	Type				Notes
	270105021	Transition_FadeOut	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Transition_FadeOut_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Transition_FadeOut\Transition_FadeOut		290524
	327002089	Typing02	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Typing02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\NonCombat\Typing\Typing02		40196
	335728943	용사의집 v0308_Loop	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\용사의집 v0308_Loop_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\NonCombat\TimmyHouse\TimmyHouse\용사의집 v0308_Loop		3141916
	367550639	FootStep_Wood03	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Wood03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Wood\FootStep_Wood03		49472
	377896432	Typing03	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Typing03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\NonCombat\Typing\Typing03		25620
	393957476	FootStep_Dirt04	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Dirt04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Dirt\FootStep_Dirt04		42116
	500923705	FootStep_Dirt01	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Dirt01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Dirt\FootStep_Dirt01		68016
	504031559	Typing04	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Typing04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\NonCombat\Typing\Typing04		26992
	527714309	FootStep_Grass03	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Grass03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Grass\FootStep_Grass03		61256
	586961463	Transition_FadeIn	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Transition_FadeIn_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\UI\Transition_FadeIn\Transition_FadeIn		290524
	594152026	마을 0506	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\마을 0506_FBC78EF0.wem		\Interactive Music Hierarchy\Default Work Unit\NonCombat\Town\Town\마을 0506		13027864
	594306566	FootStep_Dirt02	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Dirt02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Dirt\FootStep_Dirt02		51320
	602929188	FootStep_Grass01	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Grass01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Grass\FootStep_Grass01		59644
	604837605	FootStep_Grass02	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Grass02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Grass\FootStep_Grass02		44748
	624505842	Character_Emotion_Dumbfounded_SFX	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Character_Emotion_Dumbfounded_SFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotion\Character_Emotion_Dumbfounded_SFX\Character_Emotion_Dumbfounded_SFX		266276
	654213218	FootStep_Dirt05	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Dirt05_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Dirt\FootStep_Dirt05		39824
	742910854	Character_Emotion_Angry_SFX	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Character_Emotion_Angry_SFX_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\Emotion\Character_Emotion_Angry_SFX\Character_Emotion_Angry_SFX		241696
	750448001	FootStep_Wood04	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Wood04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Wood\FootStep_Wood04		35792
	826799344	FootStep_Grass05	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Grass05_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Grass\FootStep_Grass05		42232
	872771126	FootStep_Wood02	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Wood02_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Wood\FootStep_Wood02		39876
	907227252	FootStep_Wood05	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Wood05_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Wood\FootStep_Wood05		42192
	911106767	FootStep_Wood01	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Wood01_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Wood\FootStep_Wood01		32824
	944051312	FootStep_Grass04	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Grass04_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Grass\FootStep_Grass04		37396
	1014191835	Ob_Fire_Ignition	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\Ob_Fire_Ignition_FBC78EF0.wem		\Actor-Mixer Hierarchy\Default Work Unit\NonCombat\FirePlace\Ob_Fire_Ignition		103680
	1039083357	FootStep_Dirt03	C:\Users\xcwhy\Documents\GitHub\DuetForte\GITDuet-Forte\Duet-Forte\WwiseProject\.cache\Windows\SFX\FootStep_Dirt03_818F3B66.wem		\Actor-Mixer Hierarchy\Default Work Unit\PlayerFootStep\PlayerFootStep_Dirt\FootStep_Dirt03		42948

